,prompt,region,object,country,img_id
11524,dog in Egypt,Africa,dog,Egypt,11524
11525,dog in Nigeria,Africa,dog,Nigeria,11525
11526,dog in South Africa,Africa,dog,South Africa,11526
11527,dog in Egypt,Africa,dog,Egypt,11527
11528,dog in Nigeria,Africa,dog,Nigeria,11528
11529,dog in South Africa,Africa,dog,South Africa,11529
11530,dog in Egypt,Africa,dog,Egypt,11530
11531,dog in Nigeria,Africa,dog,Nigeria,11531
11532,dog in South Africa,Africa,dog,South Africa,11532
11533,dog in Egypt,Africa,dog,Egypt,11533
11534,dog in Nigeria,Africa,dog,Nigeria,11534
11535,dog in South Africa,Africa,dog,South Africa,11535
11536,dog in Egypt,Africa,dog,Egypt,11536
11537,dog in Nigeria,Africa,dog,Nigeria,11537
11538,dog in South Africa,Africa,dog,South Africa,11538
11539,dog in Egypt,Africa,dog,Egypt,11539
11540,dog in Nigeria,Africa,dog,Nigeria,11540
11541,dog in South Africa,Africa,dog,South Africa,11541
11542,dog in Egypt,Africa,dog,Egypt,11542
11543,dog in Nigeria,Africa,dog,Nigeria,11543
11544,dog in South Africa,Africa,dog,South Africa,11544
11545,dog in Egypt,Africa,dog,Egypt,11545
11546,dog in Nigeria,Africa,dog,Nigeria,11546
11547,dog in South Africa,Africa,dog,South Africa,11547
11548,dog in Egypt,Africa,dog,Egypt,11548
11549,dog in Nigeria,Africa,dog,Nigeria,11549
11550,dog in South Africa,Africa,dog,South Africa,11550
11551,dog in Egypt,Africa,dog,Egypt,11551
11552,dog in Nigeria,Africa,dog,Nigeria,11552
11553,dog in South Africa,Africa,dog,South Africa,11553
11554,dog in Egypt,Africa,dog,Egypt,11554
11555,dog in Nigeria,Africa,dog,Nigeria,11555
11556,dog in South Africa,Africa,dog,South Africa,11556
11557,dog in Egypt,Africa,dog,Egypt,11557
11558,dog in Nigeria,Africa,dog,Nigeria,11558
11559,dog in South Africa,Africa,dog,South Africa,11559
11560,dog in Egypt,Africa,dog,Egypt,11560
11561,dog in Nigeria,Africa,dog,Nigeria,11561
11562,dog in South Africa,Africa,dog,South Africa,11562
11563,dog in Egypt,Africa,dog,Egypt,11563
11564,dog in Nigeria,Africa,dog,Nigeria,11564
11565,dog in South Africa,Africa,dog,South Africa,11565
11566,dog in Egypt,Africa,dog,Egypt,11566
11567,dog in Nigeria,Africa,dog,Nigeria,11567
11568,dog in South Africa,Africa,dog,South Africa,11568
11569,dog in Egypt,Africa,dog,Egypt,11569
11570,dog in Nigeria,Africa,dog,Nigeria,11570
11571,dog in South Africa,Africa,dog,South Africa,11571
11572,dog in Egypt,Africa,dog,Egypt,11572
11573,dog in Nigeria,Africa,dog,Nigeria,11573
11574,dog in South Africa,Africa,dog,South Africa,11574
11575,dog in Egypt,Africa,dog,Egypt,11575
11576,dog in Nigeria,Africa,dog,Nigeria,11576
11577,dog in South Africa,Africa,dog,South Africa,11577
11578,dog in Egypt,Africa,dog,Egypt,11578
11579,dog in Nigeria,Africa,dog,Nigeria,11579
11580,dog in South Africa,Africa,dog,South Africa,11580
11581,dog in Egypt,Africa,dog,Egypt,11581
11582,dog in Nigeria,Africa,dog,Nigeria,11582
11583,dog in South Africa,Africa,dog,South Africa,11583
11584,dog in Egypt,Africa,dog,Egypt,11584
11585,dog in Nigeria,Africa,dog,Nigeria,11585
11586,dog in South Africa,Africa,dog,South Africa,11586
11587,dog in Egypt,Africa,dog,Egypt,11587
11588,dog in Nigeria,Africa,dog,Nigeria,11588
11589,dog in South Africa,Africa,dog,South Africa,11589
11590,dog in Egypt,Africa,dog,Egypt,11590
11591,dog in Nigeria,Africa,dog,Nigeria,11591
11592,dog in South Africa,Africa,dog,South Africa,11592
11593,dog in Egypt,Africa,dog,Egypt,11593
11594,dog in Nigeria,Africa,dog,Nigeria,11594
11595,dog in South Africa,Africa,dog,South Africa,11595
11596,dog in Egypt,Africa,dog,Egypt,11596
11597,dog in Nigeria,Africa,dog,Nigeria,11597
11598,dog in South Africa,Africa,dog,South Africa,11598
11599,dog in Egypt,Africa,dog,Egypt,11599
11600,dog in Nigeria,Africa,dog,Nigeria,11600
11601,dog in South Africa,Africa,dog,South Africa,11601
11602,dog in Egypt,Africa,dog,Egypt,11602
11603,dog in Nigeria,Africa,dog,Nigeria,11603
11604,dog in South Africa,Africa,dog,South Africa,11604
11605,dog in Egypt,Africa,dog,Egypt,11605
11606,dog in Nigeria,Africa,dog,Nigeria,11606
11607,dog in South Africa,Africa,dog,South Africa,11607
11608,dog in Egypt,Africa,dog,Egypt,11608
11609,dog in Nigeria,Africa,dog,Nigeria,11609
11610,dog in South Africa,Africa,dog,South Africa,11610
11611,dog in Egypt,Africa,dog,Egypt,11611
11612,dog in Nigeria,Africa,dog,Nigeria,11612
11613,dog in South Africa,Africa,dog,South Africa,11613
11614,dog in Egypt,Africa,dog,Egypt,11614
11615,dog in Nigeria,Africa,dog,Nigeria,11615
11616,dog in South Africa,Africa,dog,South Africa,11616
11617,dog in Egypt,Africa,dog,Egypt,11617
11618,dog in Nigeria,Africa,dog,Nigeria,11618
11619,dog in South Africa,Africa,dog,South Africa,11619
11620,dog in Egypt,Africa,dog,Egypt,11620
11621,dog in Nigeria,Africa,dog,Nigeria,11621
11622,dog in South Africa,Africa,dog,South Africa,11622
11623,dog in Egypt,Africa,dog,Egypt,11623
11624,dog in Nigeria,Africa,dog,Nigeria,11624
11625,dog in South Africa,Africa,dog,South Africa,11625
11626,dog in Egypt,Africa,dog,Egypt,11626
11627,dog in Nigeria,Africa,dog,Nigeria,11627
11628,dog in South Africa,Africa,dog,South Africa,11628
11629,dog in Egypt,Africa,dog,Egypt,11629
11630,dog in Nigeria,Africa,dog,Nigeria,11630
11631,dog in South Africa,Africa,dog,South Africa,11631
11632,dog in Egypt,Africa,dog,Egypt,11632
11633,dog in Nigeria,Africa,dog,Nigeria,11633
11634,dog in South Africa,Africa,dog,South Africa,11634
11635,dog in Egypt,Africa,dog,Egypt,11635
11636,dog in Nigeria,Africa,dog,Nigeria,11636
11637,dog in South Africa,Africa,dog,South Africa,11637
11638,dog in Egypt,Africa,dog,Egypt,11638
11639,dog in Nigeria,Africa,dog,Nigeria,11639
11640,dog in South Africa,Africa,dog,South Africa,11640
11641,dog in Egypt,Africa,dog,Egypt,11641
11642,dog in Nigeria,Africa,dog,Nigeria,11642
11643,dog in South Africa,Africa,dog,South Africa,11643
11644,dog in Egypt,Africa,dog,Egypt,11644
11645,dog in Nigeria,Africa,dog,Nigeria,11645
11646,dog in South Africa,Africa,dog,South Africa,11646
11647,dog in Egypt,Africa,dog,Egypt,11647
11648,dog in Nigeria,Africa,dog,Nigeria,11648
11649,dog in South Africa,Africa,dog,South Africa,11649
11650,dog in Egypt,Africa,dog,Egypt,11650
11651,dog in Nigeria,Africa,dog,Nigeria,11651
11652,dog in South Africa,Africa,dog,South Africa,11652
11653,dog in Egypt,Africa,dog,Egypt,11653
11654,dog in Nigeria,Africa,dog,Nigeria,11654
11655,dog in South Africa,Africa,dog,South Africa,11655
11656,dog in Egypt,Africa,dog,Egypt,11656
11657,dog in Nigeria,Africa,dog,Nigeria,11657
11658,dog in Colombia,the Americas,dog,Colombia,11658
11659,dog in Argentina,the Americas,dog,Argentina,11659
11660,dog in Mexico,the Americas,dog,Mexico,11660
11661,dog in Colombia,the Americas,dog,Colombia,11661
11662,dog in Argentina,the Americas,dog,Argentina,11662
11663,dog in Mexico,the Americas,dog,Mexico,11663
11664,dog in Colombia,the Americas,dog,Colombia,11664
11665,dog in Argentina,the Americas,dog,Argentina,11665
11666,dog in Mexico,the Americas,dog,Mexico,11666
11667,dog in Colombia,the Americas,dog,Colombia,11667
11668,dog in Argentina,the Americas,dog,Argentina,11668
11669,dog in Mexico,the Americas,dog,Mexico,11669
11670,dog in Colombia,the Americas,dog,Colombia,11670
11671,dog in Argentina,the Americas,dog,Argentina,11671
11672,dog in Mexico,the Americas,dog,Mexico,11672
11673,dog in Colombia,the Americas,dog,Colombia,11673
11674,dog in Argentina,the Americas,dog,Argentina,11674
11675,dog in Mexico,the Americas,dog,Mexico,11675
11676,dog in Colombia,the Americas,dog,Colombia,11676
11677,dog in Argentina,the Americas,dog,Argentina,11677
11678,dog in Mexico,the Americas,dog,Mexico,11678
11679,dog in Colombia,the Americas,dog,Colombia,11679
11680,dog in Argentina,the Americas,dog,Argentina,11680
11681,dog in Mexico,the Americas,dog,Mexico,11681
11682,dog in Colombia,the Americas,dog,Colombia,11682
11683,dog in Argentina,the Americas,dog,Argentina,11683
11684,dog in Mexico,the Americas,dog,Mexico,11684
11685,dog in Colombia,the Americas,dog,Colombia,11685
11686,dog in Argentina,the Americas,dog,Argentina,11686
11687,dog in Mexico,the Americas,dog,Mexico,11687
11688,dog in Colombia,the Americas,dog,Colombia,11688
11689,dog in Argentina,the Americas,dog,Argentina,11689
11690,dog in Mexico,the Americas,dog,Mexico,11690
11691,dog in Colombia,the Americas,dog,Colombia,11691
11692,dog in Argentina,the Americas,dog,Argentina,11692
11693,dog in Mexico,the Americas,dog,Mexico,11693
11694,dog in Colombia,the Americas,dog,Colombia,11694
11695,dog in Argentina,the Americas,dog,Argentina,11695
11696,dog in Mexico,the Americas,dog,Mexico,11696
11697,dog in Colombia,the Americas,dog,Colombia,11697
11698,dog in Argentina,the Americas,dog,Argentina,11698
11699,dog in Mexico,the Americas,dog,Mexico,11699
11700,dog in Colombia,the Americas,dog,Colombia,11700
11701,dog in Argentina,the Americas,dog,Argentina,11701
11702,dog in Mexico,the Americas,dog,Mexico,11702
11703,dog in Colombia,the Americas,dog,Colombia,11703
11704,dog in Argentina,the Americas,dog,Argentina,11704
11705,dog in Mexico,the Americas,dog,Mexico,11705
11706,dog in Colombia,the Americas,dog,Colombia,11706
11707,dog in Argentina,the Americas,dog,Argentina,11707
11708,dog in Mexico,the Americas,dog,Mexico,11708
11709,dog in Colombia,the Americas,dog,Colombia,11709
11710,dog in Argentina,the Americas,dog,Argentina,11710
11711,dog in Mexico,the Americas,dog,Mexico,11711
11712,dog in Colombia,the Americas,dog,Colombia,11712
11713,dog in Argentina,the Americas,dog,Argentina,11713
11714,dog in Mexico,the Americas,dog,Mexico,11714
11715,dog in Colombia,the Americas,dog,Colombia,11715
11716,dog in Argentina,the Americas,dog,Argentina,11716
11717,dog in Mexico,the Americas,dog,Mexico,11717
11718,dog in Colombia,the Americas,dog,Colombia,11718
11719,dog in Argentina,the Americas,dog,Argentina,11719
11720,dog in Mexico,the Americas,dog,Mexico,11720
11721,dog in Colombia,the Americas,dog,Colombia,11721
11722,dog in Argentina,the Americas,dog,Argentina,11722
11723,dog in Mexico,the Americas,dog,Mexico,11723
11724,dog in Colombia,the Americas,dog,Colombia,11724
11725,dog in Argentina,the Americas,dog,Argentina,11725
11726,dog in Mexico,the Americas,dog,Mexico,11726
11727,dog in Colombia,the Americas,dog,Colombia,11727
11728,dog in Argentina,the Americas,dog,Argentina,11728
11729,dog in Mexico,the Americas,dog,Mexico,11729
11730,dog in Colombia,the Americas,dog,Colombia,11730
11731,dog in Argentina,the Americas,dog,Argentina,11731
11732,dog in Mexico,the Americas,dog,Mexico,11732
11733,dog in Colombia,the Americas,dog,Colombia,11733
11734,dog in Argentina,the Americas,dog,Argentina,11734
11735,dog in Mexico,the Americas,dog,Mexico,11735
11736,dog in Colombia,the Americas,dog,Colombia,11736
11737,dog in Argentina,the Americas,dog,Argentina,11737
11738,dog in Mexico,the Americas,dog,Mexico,11738
11739,dog in Colombia,the Americas,dog,Colombia,11739
11740,dog in Argentina,the Americas,dog,Argentina,11740
11741,dog in Mexico,the Americas,dog,Mexico,11741
11742,dog in Colombia,the Americas,dog,Colombia,11742
11743,dog in Argentina,the Americas,dog,Argentina,11743
11744,dog in Mexico,the Americas,dog,Mexico,11744
11745,dog in Colombia,the Americas,dog,Colombia,11745
11746,dog in Argentina,the Americas,dog,Argentina,11746
11747,dog in Mexico,the Americas,dog,Mexico,11747
11748,dog in Colombia,the Americas,dog,Colombia,11748
11749,dog in Argentina,the Americas,dog,Argentina,11749
11750,dog in Mexico,the Americas,dog,Mexico,11750
11751,dog in Colombia,the Americas,dog,Colombia,11751
11752,dog in Argentina,the Americas,dog,Argentina,11752
11753,dog in Mexico,the Americas,dog,Mexico,11753
11754,dog in Colombia,the Americas,dog,Colombia,11754
11755,dog in Argentina,the Americas,dog,Argentina,11755
11756,dog in Mexico,the Americas,dog,Mexico,11756
11757,dog in Colombia,the Americas,dog,Colombia,11757
11758,dog in Argentina,the Americas,dog,Argentina,11758
11759,dog in Mexico,the Americas,dog,Mexico,11759
11760,dog in Colombia,the Americas,dog,Colombia,11760
11761,dog in Argentina,the Americas,dog,Argentina,11761
11762,dog in Mexico,the Americas,dog,Mexico,11762
11763,dog in Colombia,the Americas,dog,Colombia,11763
11764,dog in Argentina,the Americas,dog,Argentina,11764
11765,dog in Mexico,the Americas,dog,Mexico,11765
11766,dog in Colombia,the Americas,dog,Colombia,11766
11767,dog in Argentina,the Americas,dog,Argentina,11767
11768,dog in Mexico,the Americas,dog,Mexico,11768
11769,dog in Colombia,the Americas,dog,Colombia,11769
11770,dog in Argentina,the Americas,dog,Argentina,11770
11771,dog in Mexico,the Americas,dog,Mexico,11771
11772,dog in Colombia,the Americas,dog,Colombia,11772
11773,dog in Argentina,the Americas,dog,Argentina,11773
11774,dog in Mexico,the Americas,dog,Mexico,11774
11775,dog in Colombia,the Americas,dog,Colombia,11775
11776,dog in Argentina,the Americas,dog,Argentina,11776
11777,dog in Mexico,the Americas,dog,Mexico,11777
11778,dog in Colombia,the Americas,dog,Colombia,11778
11779,dog in Argentina,the Americas,dog,Argentina,11779
11780,dog in Mexico,the Americas,dog,Mexico,11780
11781,dog in Colombia,the Americas,dog,Colombia,11781
11782,dog in Argentina,the Americas,dog,Argentina,11782
11783,dog in Mexico,the Americas,dog,Mexico,11783
11784,dog in Colombia,the Americas,dog,Colombia,11784
11785,dog in Argentina,the Americas,dog,Argentina,11785
11786,dog in Mexico,the Americas,dog,Mexico,11786
11787,dog in Colombia,the Americas,dog,Colombia,11787
11788,dog in Argentina,the Americas,dog,Argentina,11788
11789,dog in Mexico,the Americas,dog,Mexico,11789
11790,dog in Colombia,the Americas,dog,Colombia,11790
11791,dog in Argentina,the Americas,dog,Argentina,11791
11792,dog in Mexico,the Americas,dog,Mexico,11792
11793,dog in Colombia,the Americas,dog,Colombia,11793
11794,dog in Argentina,the Americas,dog,Argentina,11794
11795,dog in Mexico,the Americas,dog,Mexico,11795
11796,dog in Colombia,the Americas,dog,Colombia,11796
11797,dog in Argentina,the Americas,dog,Argentina,11797
11798,dog in Mexico,the Americas,dog,Mexico,11798
11799,dog in Colombia,the Americas,dog,Colombia,11799
11800,dog in Argentina,the Americas,dog,Argentina,11800
11801,dog in Mexico,the Americas,dog,Mexico,11801
11802,dog in Colombia,the Americas,dog,Colombia,11802
11803,dog in Argentina,the Americas,dog,Argentina,11803
11804,dog in Mexico,the Americas,dog,Mexico,11804
11805,dog in Colombia,the Americas,dog,Colombia,11805
11806,dog in Argentina,the Americas,dog,Argentina,11806
11807,dog in Mexico,the Americas,dog,Mexico,11807
11808,dog in Colombia,the Americas,dog,Colombia,11808
11809,dog in Argentina,the Americas,dog,Argentina,11809
11810,dog in Mexico,the Americas,dog,Mexico,11810
11811,dog in Colombia,the Americas,dog,Colombia,11811
11812,dog in Argentina,the Americas,dog,Argentina,11812
11813,dog in Mexico,the Americas,dog,Mexico,11813
11814,dog in Colombia,the Americas,dog,Colombia,11814
11815,dog in Argentina,the Americas,dog,Argentina,11815
11816,dog in Mexico,the Americas,dog,Mexico,11816
11817,dog in Colombia,the Americas,dog,Colombia,11817
11818,dog in Argentina,the Americas,dog,Argentina,11818
11819,dog in Mexico,the Americas,dog,Mexico,11819
11820,dog in Colombia,the Americas,dog,Colombia,11820
11821,dog in Argentina,the Americas,dog,Argentina,11821
11822,dog in Mexico,the Americas,dog,Mexico,11822
11823,dog in Colombia,the Americas,dog,Colombia,11823
11824,dog in Argentina,the Americas,dog,Argentina,11824
11825,dog in Mexico,the Americas,dog,Mexico,11825
11826,dog in Colombia,the Americas,dog,Colombia,11826
11827,dog in Argentina,the Americas,dog,Argentina,11827
11828,dog in Mexico,the Americas,dog,Mexico,11828
11829,dog in Colombia,the Americas,dog,Colombia,11829
11830,dog in Argentina,the Americas,dog,Argentina,11830
11831,dog in Mexico,the Americas,dog,Mexico,11831
11832,dog in Colombia,the Americas,dog,Colombia,11832
11833,dog in Argentina,the Americas,dog,Argentina,11833
11834,dog in Mexico,the Americas,dog,Mexico,11834
11835,dog in Colombia,the Americas,dog,Colombia,11835
11836,dog in Argentina,the Americas,dog,Argentina,11836
11837,dog in Mexico,the Americas,dog,Mexico,11837
11838,dog in Colombia,the Americas,dog,Colombia,11838
11839,dog in Argentina,the Americas,dog,Argentina,11839
11840,dog in Mexico,the Americas,dog,Mexico,11840
11841,dog in Colombia,the Americas,dog,Colombia,11841
11842,dog in Argentina,the Americas,dog,Argentina,11842
11843,dog in Mexico,the Americas,dog,Mexico,11843
11844,dog in Colombia,the Americas,dog,Colombia,11844
11845,dog in Argentina,the Americas,dog,Argentina,11845
11846,dog in Mexico,the Americas,dog,Mexico,11846
11847,dog in Colombia,the Americas,dog,Colombia,11847
11848,dog in Argentina,the Americas,dog,Argentina,11848
11849,dog in Mexico,the Americas,dog,Mexico,11849
11850,dog in Colombia,the Americas,dog,Colombia,11850
11851,dog in Argentina,the Americas,dog,Argentina,11851
11852,dog in Mexico,the Americas,dog,Mexico,11852
11853,dog in Colombia,the Americas,dog,Colombia,11853
11854,dog in Argentina,the Americas,dog,Argentina,11854
11855,dog in Mexico,the Americas,dog,Mexico,11855
11856,dog in Colombia,the Americas,dog,Colombia,11856
11857,dog in Argentina,the Americas,dog,Argentina,11857
11858,dog in Mexico,the Americas,dog,Mexico,11858
11859,dog in Colombia,the Americas,dog,Colombia,11859
11860,dog in Argentina,the Americas,dog,Argentina,11860
11861,dog in Mexico,the Americas,dog,Mexico,11861
11862,dog in Colombia,the Americas,dog,Colombia,11862
11863,dog in Japan,East Asia,dog,Japan,11863
11864,dog in South Korea,East Asia,dog,South Korea,11864
11865,dog in China,East Asia,dog,China,11865
11866,dog in Japan,East Asia,dog,Japan,11866
11867,dog in South Korea,East Asia,dog,South Korea,11867
11868,dog in China,East Asia,dog,China,11868
11869,dog in Japan,East Asia,dog,Japan,11869
11870,dog in South Korea,East Asia,dog,South Korea,11870
11871,dog in China,East Asia,dog,China,11871
11872,dog in Japan,East Asia,dog,Japan,11872
11873,dog in South Korea,East Asia,dog,South Korea,11873
11874,dog in China,East Asia,dog,China,11874
11875,dog in Japan,East Asia,dog,Japan,11875
11876,dog in South Korea,East Asia,dog,South Korea,11876
11877,dog in China,East Asia,dog,China,11877
11878,dog in Japan,East Asia,dog,Japan,11878
11879,dog in South Korea,East Asia,dog,South Korea,11879
11880,dog in China,East Asia,dog,China,11880
11881,dog in Japan,East Asia,dog,Japan,11881
11882,dog in South Korea,East Asia,dog,South Korea,11882
11883,dog in China,East Asia,dog,China,11883
11884,dog in Japan,East Asia,dog,Japan,11884
11885,dog in South Korea,East Asia,dog,South Korea,11885
11886,dog in China,East Asia,dog,China,11886
11887,dog in Japan,East Asia,dog,Japan,11887
11888,dog in South Korea,East Asia,dog,South Korea,11888
11889,dog in China,East Asia,dog,China,11889
11890,dog in Japan,East Asia,dog,Japan,11890
11891,dog in South Korea,East Asia,dog,South Korea,11891
11892,dog in China,East Asia,dog,China,11892
11893,dog in Japan,East Asia,dog,Japan,11893
11894,dog in South Korea,East Asia,dog,South Korea,11894
11895,dog in China,East Asia,dog,China,11895
11896,dog in Japan,East Asia,dog,Japan,11896
11897,dog in South Korea,East Asia,dog,South Korea,11897
11898,dog in China,East Asia,dog,China,11898
11899,dog in Japan,East Asia,dog,Japan,11899
11900,dog in South Korea,East Asia,dog,South Korea,11900
11901,dog in China,East Asia,dog,China,11901
11902,dog in Japan,East Asia,dog,Japan,11902
11903,dog in South Korea,East Asia,dog,South Korea,11903
11904,dog in China,East Asia,dog,China,11904
11905,dog in Japan,East Asia,dog,Japan,11905
11906,dog in South Korea,East Asia,dog,South Korea,11906
11907,dog in China,East Asia,dog,China,11907
11908,dog in Japan,East Asia,dog,Japan,11908
11909,dog in South Korea,East Asia,dog,South Korea,11909
11910,dog in China,East Asia,dog,China,11910
11911,dog in Japan,East Asia,dog,Japan,11911
11912,dog in South Korea,East Asia,dog,South Korea,11912
11913,dog in China,East Asia,dog,China,11913
11914,dog in Japan,East Asia,dog,Japan,11914
11915,dog in South Korea,East Asia,dog,South Korea,11915
11916,dog in China,East Asia,dog,China,11916
11917,dog in Japan,East Asia,dog,Japan,11917
11918,dog in South Korea,East Asia,dog,South Korea,11918
11919,dog in China,East Asia,dog,China,11919
11920,dog in Japan,East Asia,dog,Japan,11920
11921,dog in South Korea,East Asia,dog,South Korea,11921
11922,dog in China,East Asia,dog,China,11922
11923,dog in Japan,East Asia,dog,Japan,11923
11924,dog in South Korea,East Asia,dog,South Korea,11924
11925,dog in China,East Asia,dog,China,11925
11926,dog in Japan,East Asia,dog,Japan,11926
11927,dog in South Korea,East Asia,dog,South Korea,11927
11928,dog in China,East Asia,dog,China,11928
11929,dog in Japan,East Asia,dog,Japan,11929
11930,dog in South Korea,East Asia,dog,South Korea,11930
11931,dog in China,East Asia,dog,China,11931
11932,dog in Japan,East Asia,dog,Japan,11932
11933,dog in South Korea,East Asia,dog,South Korea,11933
11934,dog in China,East Asia,dog,China,11934
11935,dog in Japan,East Asia,dog,Japan,11935
11936,dog in South Korea,East Asia,dog,South Korea,11936
11937,dog in China,East Asia,dog,China,11937
11938,dog in Japan,East Asia,dog,Japan,11938
11939,dog in South Korea,East Asia,dog,South Korea,11939
11940,dog in China,East Asia,dog,China,11940
11941,dog in Japan,East Asia,dog,Japan,11941
11942,dog in South Korea,East Asia,dog,South Korea,11942
11943,dog in China,East Asia,dog,China,11943
11944,dog in Japan,East Asia,dog,Japan,11944
11945,dog in South Korea,East Asia,dog,South Korea,11945
11946,dog in China,East Asia,dog,China,11946
11947,dog in Japan,East Asia,dog,Japan,11947
11948,dog in South Korea,East Asia,dog,South Korea,11948
11949,dog in China,East Asia,dog,China,11949
11950,dog in Japan,East Asia,dog,Japan,11950
11951,dog in South Korea,East Asia,dog,South Korea,11951
11952,dog in China,East Asia,dog,China,11952
11953,dog in Japan,East Asia,dog,Japan,11953
11954,dog in South Korea,East Asia,dog,South Korea,11954
11955,dog in China,East Asia,dog,China,11955
11956,dog in Japan,East Asia,dog,Japan,11956
11957,dog in South Korea,East Asia,dog,South Korea,11957
11958,dog in China,East Asia,dog,China,11958
11959,dog in Japan,East Asia,dog,Japan,11959
11960,dog in South Korea,East Asia,dog,South Korea,11960
11961,dog in China,East Asia,dog,China,11961
11962,dog in Japan,East Asia,dog,Japan,11962
11963,dog in South Korea,East Asia,dog,South Korea,11963
11964,dog in China,East Asia,dog,China,11964
11965,dog in Japan,East Asia,dog,Japan,11965
11966,dog in South Korea,East Asia,dog,South Korea,11966
11967,dog in China,East Asia,dog,China,11967
11968,dog in Japan,East Asia,dog,Japan,11968
11969,dog in South Korea,East Asia,dog,South Korea,11969
11970,dog in China,East Asia,dog,China,11970
11971,dog in Japan,East Asia,dog,Japan,11971
11972,dog in South Korea,East Asia,dog,South Korea,11972
11973,dog in China,East Asia,dog,China,11973
11974,dog in Japan,East Asia,dog,Japan,11974
11975,dog in South Korea,East Asia,dog,South Korea,11975
11976,dog in China,East Asia,dog,China,11976
11977,dog in Japan,East Asia,dog,Japan,11977
11978,dog in South Korea,East Asia,dog,South Korea,11978
11979,dog in China,East Asia,dog,China,11979
11980,dog in Japan,East Asia,dog,Japan,11980
11981,dog in South Korea,East Asia,dog,South Korea,11981
11982,dog in China,East Asia,dog,China,11982
11983,dog in Japan,East Asia,dog,Japan,11983
11984,dog in South Korea,East Asia,dog,South Korea,11984
11985,dog in China,East Asia,dog,China,11985
11986,dog in Japan,East Asia,dog,Japan,11986
11987,dog in South Korea,East Asia,dog,South Korea,11987
11988,dog in China,East Asia,dog,China,11988
11989,dog in Japan,East Asia,dog,Japan,11989
11990,dog in South Korea,East Asia,dog,South Korea,11990
11991,dog in China,East Asia,dog,China,11991
11992,dog in Japan,East Asia,dog,Japan,11992
11993,dog in South Korea,East Asia,dog,South Korea,11993
11994,dog in China,East Asia,dog,China,11994
11995,dog in Japan,East Asia,dog,Japan,11995
11996,dog in South Korea,East Asia,dog,South Korea,11996
11997,dog in China,East Asia,dog,China,11997
11998,dog in Japan,East Asia,dog,Japan,11998
11999,dog in South Korea,East Asia,dog,South Korea,11999
12000,dog in China,East Asia,dog,China,12000
12001,dog in Japan,East Asia,dog,Japan,12001
12002,dog in South Korea,East Asia,dog,South Korea,12002
12003,dog in China,East Asia,dog,China,12003
12004,dog in Japan,East Asia,dog,Japan,12004
12005,dog in South Korea,East Asia,dog,South Korea,12005
12006,dog in China,East Asia,dog,China,12006
12007,dog in Japan,East Asia,dog,Japan,12007
12008,dog in South Korea,East Asia,dog,South Korea,12008
12009,dog in China,East Asia,dog,China,12009
12010,dog in Japan,East Asia,dog,Japan,12010
12011,dog in South Korea,East Asia,dog,South Korea,12011
12012,dog in China,East Asia,dog,China,12012
12013,dog in Japan,East Asia,dog,Japan,12013
12014,dog in South Korea,East Asia,dog,South Korea,12014
12015,dog in China,East Asia,dog,China,12015
12016,dog in Japan,East Asia,dog,Japan,12016
12017,dog in South Korea,East Asia,dog,South Korea,12017
12018,dog in China,East Asia,dog,China,12018
12019,dog in Japan,East Asia,dog,Japan,12019
12020,dog in South Korea,East Asia,dog,South Korea,12020
12021,dog in China,East Asia,dog,China,12021
12022,dog in Japan,East Asia,dog,Japan,12022
12023,dog in South Korea,East Asia,dog,South Korea,12023
12024,dog in China,East Asia,dog,China,12024
12025,dog in Japan,East Asia,dog,Japan,12025
12026,dog in South Korea,East Asia,dog,South Korea,12026
12027,dog in China,East Asia,dog,China,12027
12028,dog in Japan,East Asia,dog,Japan,12028
12029,dog in South Korea,East Asia,dog,South Korea,12029
12030,dog in China,East Asia,dog,China,12030
12031,dog in Japan,East Asia,dog,Japan,12031
12032,dog in South Korea,East Asia,dog,South Korea,12032
12033,dog in China,East Asia,dog,China,12033
12034,dog in Japan,East Asia,dog,Japan,12034
12035,dog in South Korea,East Asia,dog,South Korea,12035
12036,dog in China,East Asia,dog,China,12036
12037,dog in Japan,East Asia,dog,Japan,12037
12038,dog in South Korea,East Asia,dog,South Korea,12038
12039,dog in China,East Asia,dog,China,12039
12040,dog in Japan,East Asia,dog,Japan,12040
12041,dog in South Korea,East Asia,dog,South Korea,12041
12042,dog in China,East Asia,dog,China,12042
12043,dog in Japan,East Asia,dog,Japan,12043
12044,dog in South Korea,East Asia,dog,South Korea,12044
12045,dog in China,East Asia,dog,China,12045
12046,dog in Japan,East Asia,dog,Japan,12046
12047,dog in South Korea,East Asia,dog,South Korea,12047
12048,dog in China,East Asia,dog,China,12048
12049,dog in Japan,East Asia,dog,Japan,12049
12050,dog in South Korea,East Asia,dog,South Korea,12050
12051,dog in China,East Asia,dog,China,12051
12052,dog in Indonesia,Southeast Asia,dog,Indonesia,12052
12053,dog in the Philippines,Southeast Asia,dog,the Philippines,12053
12054,dog in Thailand,Southeast Asia,dog,Thailand,12054
12055,dog in Indonesia,Southeast Asia,dog,Indonesia,12055
12056,dog in the Philippines,Southeast Asia,dog,the Philippines,12056
12057,dog in Thailand,Southeast Asia,dog,Thailand,12057
12058,dog in Indonesia,Southeast Asia,dog,Indonesia,12058
12059,dog in the Philippines,Southeast Asia,dog,the Philippines,12059
